record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type,aami_class
100,264,76786,213.29444444444445,NORMAL,N,76710,76728,76749,76767,76798,76866,76918,76939,biphasic_negative_positive,N
100,265,77074,214.09444444444443,NORMAL,N,76991,77008,77032,77054,77086,77153,77201,77247,biphasic_negative_positive,N
100,266,77367,214.90833333333333,NORMAL,N,77286,77306,77326,77346,77376,77442,77500,77513,biphasic_negative_positive,N
100,267,77664,215.73333333333332,NORMAL,N,77581,77598,77619,77645,77676,77763,77796,77828,normal,N
100,268,77954,216.5388888888889,NORMAL,N,77871,77890,77915,77934,77967,78034,78090,78131,biphasic_negative_positive,N
100,270,78539,218.1638888888889,NORMAL,N,78459,78476,78502,78519,78552,78639,78662,78704,normal,N
100,271,78825,218.95833333333334,NORMAL,N,78746,78762,78786,78805,78840,78903,78950,78971,biphasic_negative_positive,N
100,272,79100,219.72222222222223,NORMAL,N,79020,79036,79061,79081,79112,79172,79222,79236,biphasic_negative_positive,N
100,273,79386,220.51666666666668,NORMAL,N,79306,79322,79346,79366,79393,79488,79511,79551,normal,N
100,274,79689,221.35833333333332,NORMAL,N,79603,79622,79646,79669,79702,79792,79827,79871,normal,N
100,275,79992,222.2,NORMAL,N,79906,79931,79951,79972,80005,80098,80128,80165,normal,N
100,276,80291,223.03055555555557,NORMAL,N,80208,80227,80252,80270,80304,80361,80419,80468,biphasic_negative_positive,N
100,277,80583,223.84166666666667,NORMAL,N,80504,80524,80546,80564,80592,80653,80706,80755,biphasic_negative_positive,N
100,279,81152,225.42222222222222,NORMAL,N,81070,81087,81114,81132,81160,81226,81299,81319,biphasic_negative_positive,N
100,280,81439,226.21944444444443,NORMAL,N,81355,81380,81400,81419,81453,81520,81575,81614,biphasic_negative_positive,N
100,281,81731,227.03055555555557,NORMAL,N,81650,81667,81691,81710,81744,81812,81863,81878,biphasic_negative_positive,N
100,282,82031,227.86388888888888,NORMAL,N,81945,81965,81991,82011,82045,82116,82166,82213,biphasic_negative_positive,N
100,283,82336,228.7111111111111,NORMAL,N,82248,82270,82291,82314,82343,82416,82479,82494,biphasic_negative_positive,N
100,284,82637,229.54722222222222,NORMAL,N,82557,82573,82596,82617,82646,82737,82767,82808,normal,N
100,285,82928,230.35555555555555,NORMAL,N,82850,82866,82890,82907,82934,83009,83044,83094,biphasic_negative_positive,N
100,286,83209,231.13611111111112,NORMAL,N,83134,83150,83169,83190,83223,83309,83336,83349,normal,N
100,287,83492,231.92222222222222,NORMAL,N,83417,83433,83456,83471,83505,83569,83637,83658,biphasic_negative_positive,N
100,288,83795,232.76388888888889,NORMAL,N,83711,83729,83754,83774,83804,83877,83921,83972,biphasic_negative_positive,N
100,289,84104,233.62222222222223,NORMAL,N,84018,84037,84061,84080,84116,84208,84246,84280,normal,N
100,290,84398,234.4388888888889,NORMAL,N,84324,84342,84365,84387,84421,84488,84548,84570,biphasic_negative_positive,N
100,291,84710,235.30555555555554,NORMAL,N,84627,84643,84666,84686,84722,84785,84832,84870,biphasic_negative_positive,N
100,292,85010,236.13888888888889,NORMAL,N,84928,84944,84972,84990,85023,85089,85133,85178,biphasic_negative_positive,N
100,293,85290,236.91666666666666,NORMAL,N,85218,85237,85262,85279,85315,85381,85426,85472,biphasic_negative_positive,N
100,294,85580,237.72222222222223,NORMAL,N,85502,85524,85543,85560,85593,85652,85704,85741,biphasic_negative_positive,N
100,295,85870,238.52777777777777,NORMAL,N,85789,85810,85835,85851,85883,85953,86007,86054,biphasic_negative_positive,N
100,296,86162,239.3388888888889,NORMAL,N,86085,86104,86130,86151,86185,86260,86324,86340,biphasic_negative_positive,N
100,297,86468,240.1888888888889,NORMAL,N,86394,86414,86439,86458,86493,86560,86617,86663,biphasic_negative_positive,N
100,298,86780,241.05555555555554,NORMAL,N,86698,86718,86743,86761,86794,86853,86925,86951,biphasic_negative_positive,N
100,299,87079,241.88611111111112,NORMAL,N,87000,87016,87041,87059,87093,87148,87198,87247,biphasic_negative_positive,N
100,300,87355,242.65277777777777,NORMAL,N,87283,87302,87327,87344,87377,87461,87488,87539,normal,N
100,301,87643,243.45277777777778,NORMAL,N,87567,87586,87610,87632,87669,87728,87799,87817,biphasic_negative_positive,N
100,302,87941,244.28055555555557,NORMAL,N,87859,87875,87899,87921,87954,88012,88066,88114,biphasic_negative_positive,N
100,303,88223,245.0638888888889,NORMAL,N,88152,88169,88193,88212,88239,88335,88360,88380,normal,N
100,304,88520,245.88888888888889,NORMAL,N,88442,88464,88487,88509,88544,88611,88679,88718,biphasic_negative_positive,N
100,305,88824,246.73333333333332,NORMAL,N,88752,88769,88791,88812,88841,88916,88977,89017,biphasic_negative_positive,N
100,306,89136,247.6,NORMAL,N,89054,89070,89094,89114,89143,89232,89261,89296,normal,N
100,307,89413,248.36944444444444,NORMAL,N,89344,89362,89386,89402,89434,89493,89560,89580,biphasic_negative_positive,N
100,308,89695,249.15277777777777,NORMAL,N,89628,89644,89665,89685,89717,89773,89825,89862,biphasic_negative_positive,N
100,309,89988,249.96666666666667,NORMAL,N,89912,89929,89949,89966,89998,90034,90113,90157,biphasic_negative_positive,N
100,310,90277,250.76944444444445,NORMAL,N,90205,90221,90247,90266,90299,90388,90417,90444,normal,N
100,311,90580,251.61111111111111,NORMAL,N,90504,90520,90543,90569,90603,90671,90723,90739,biphasic_negative_positive,N
100,312,90875,252.43055555555554,NORMAL,N,90799,90822,90842,90864,90899,90963,91023,91052,biphasic_negative_positive,N
100,313,91180,253.27777777777777,NORMAL,N,91103,91123,91146,91169,91202,91291,91318,91359,normal,N
100,314,91469,254.08055555555555,NORMAL,N,91397,91417,91441,91459,91495,91559,91608,91625,biphasic_negative_positive,N
100,315,91752,254.86666666666667,NORMAL,N,91683,91699,91724,91743,91775,91834,91887,91920,biphasic_negative_positive,N
100,316,92047,255.6861111111111,NORMAL,N,91970,91985,92008,92027,92054,92111,92176,92210,biphasic_negative_positive,N
100,317,92328,256.46666666666664,NORMAL,N,92257,92276,92296,92317,92345,92418,92458,92502,biphasic_negative_positive,N
100,318,92623,257.2861111111111,NORMAL,N,92545,92566,92593,92613,92641,92723,92818,92832,biphasic_negative_positive,N
100,319,92935,258.15277777777777,NORMAL,N,92861,92876,92900,92924,92959,93022,93080,93123,biphasic_negative_positive,N
100,320,93237,258.9916666666667,NORMAL,N,93158,93181,93204,93226,93259,93344,93374,93419,normal,N
100,321,93525,259.7916666666667,NORMAL,N,93451,93471,93497,93514,93546,93614,93662,93708,biphasic_negative_positive,N
100,322,93813,260.59166666666664,NORMAL,N,93739,93760,93781,93801,93838,93900,93956,93991,biphasic_negative_positive,N
100,323,94094,261.3722222222222,NORMAL,N,94022,94040,94064,94083,94116,94181,94239,94273,biphasic_negative_positive,N
100,324,94396,262.2111111111111,NORMAL,N,94315,94332,94356,94374,94409,94498,94523,94561,normal,N
100,325,94683,263.0083333333333,NORMAL,N,94610,94627,94652,94673,94705,94769,94826,94863,biphasic_negative_positive,N
100,326,94985,263.84722222222223,NORMAL,N,94914,94931,94957,94975,95010,95085,95137,95165,biphasic_negative_positive,N
100,327,95288,264.68888888888887,NORMAL,N,95210,95231,95254,95278,95312,95369,95434,95487,biphasic_negative_positive,N
100,328,95597,265.5472222222222,NORMAL,N,95526,95553,95569,95587,95615,95686,95732,95776,biphasic_negative_positive,N
100,329,95885,266.34722222222223,NORMAL,N,95814,95833,95856,95875,95904,95968,96020,96060,biphasic_negative_positive,N
100,330,96162,267.1166666666667,NORMAL,N,96090,96107,96130,96150,96183,96244,96261,96284,inverted,N
100,331,96441,267.89166666666665,NORMAL,N,96369,96388,96410,96432,96464,96528,96584,96611,biphasic_negative_positive,N
100,332,96734,268.7055555555556,NORMAL,N,96658,96679,96704,96722,96754,96848,96880,96922,normal,N
100,333,97041,269.55833333333334,NORMAL,N,96963,96981,97004,97029,97063,97155,97183,97223,normal,N
100,334,97339,270.3861111111111,NORMAL,N,97264,97284,97306,97330,97362,97431,97490,97511,biphasic_negative_positive,N
100,335,97634,271.2055555555556,NORMAL,N,97563,97585,97605,97623,97652,97719,97775,97811,biphasic_negative_positive,N
100,336,97926,272.01666666666665,NORMAL,N,97855,97873,97896,97914,97944,98034,98063,98098,normal,N
100,337,98220,272.8333333333333,NORMAL,N,98149,98174,98191,98209,98241,98303,98318,98347,inverted,N
100,338,98499,273.60833333333335,NORMAL,N,98430,98449,98466,98490,98522,98582,98598,98620,inverted,N
100,339,98781,274.39166666666665,NORMAL,N,98707,98728,98749,98770,98796,98851,98913,98974,biphasic_negative_positive,N
100,340,99074,275.2055555555556,NORMAL,N,98998,99016,99043,99062,99092,99157,99216,99247,biphasic_negative_positive,N
100,417,121301,336.9472222222222,NORMAL,N,121189,121198,121233,121275,121311,121375,121425,121465,biphasic_negative_positive,N
100,698,198792,552.2,NORMAL,N,198706,198726,198747,198772,198798,198881,198928,198976,biphasic_negative_positive,N
100,699,199076,552.9888888888889,NORMAL,N,198992,199009,199032,199056,199081,199155,199169,199196,inverted,N
100,700,199353,553.7583333333333,NORMAL,N,199274,199296,199317,199333,199359,199383,199469,199499,biphasic_negative_positive,N
100,701,199619,554.4972222222223,NORMAL,N,199541,199557,199580,199600,199624,199691,199744,199760,biphasic_negative_positive,N
100,702,199895,555.2638888888889,NORMAL,N,199810,199831,199855,199874,199902,199975,200031,200057,biphasic_negative_positive,N
100,703,200163,556.0083333333333,NORMAL,N,200077,200097,200122,200140,200169,200223,200292,200326,biphasic_negative_positive,N
100,704,200436,556.7666666666667,NORMAL,N,200355,200371,200397,200413,200441,200534,200569,200609,normal,N
100,705,200715,557.5416666666666,NORMAL,N,200628,200653,200669,200691,200721,200791,200871,200890,biphasic_negative_positive,N
100,706,200993,558.3138888888889,NORMAL,N,200908,200931,200953,200972,200999,201073,201134,201159,biphasic_negative_positive,N
100,707,201272,559.0888888888888,NORMAL,N,201184,201216,201233,201251,201278,201344,201421,201437,biphasic_negative_positive,N
100,708,201545,559.8472222222222,NORMAL,N,201459,201489,201506,201525,201551,201623,201670,201709,biphasic_negative_positive,N
100,709,201807,560.575,NORMAL,N,201722,201750,201765,201787,201812,201881,201928,201967,biphasic_negative_positive,N
100,710,202067,561.2972222222222,NORMAL,N,201989,202010,202026,202049,202072,202143,202199,202234,biphasic_negative_positive,N
100,711,202339,562.0527777777778,NORMAL,N,202257,202280,202300,202320,202345,202414,202463,202504,biphasic_negative_positive,N
100,712,202615,562.8194444444445,NORMAL,N,202527,202555,202571,202590,202621,202686,202743,202781,biphasic_negative_positive,N
100,713,202897,563.6027777777778,NORMAL,N,202809,202835,202853,202875,202902,202970,203023,203071,biphasic_negative_positive,N
100,714,203183,564.3972222222222,NORMAL,N,203095,203115,203139,203163,203189,203258,203313,203348,biphasic_negative_positive,N
100,715,203469,565.1916666666667,NORMAL,N,203382,203408,203425,203449,203474,203567,203588,203625,normal,N
100,716,203741,565.9472222222222,NORMAL,N,203656,203682,203699,203721,203747,203839,203865,203907,normal,N
100,717,204022,566.7277777777778,NORMAL,N,203937,203961,203979,204002,204028,204054,204143,204185,biphasic_negative_positive,N
100,718,204300,567.5,NORMAL,N,204221,204241,204258,204281,204305,204371,204421,204460,biphasic_negative_positive,N
100,719,204575,568.2638888888889,NORMAL,N,204493,204518,204535,204552,204582,204641,204701,204736,biphasic_negative_positive,N
100,720,204855,569.0416666666666,NORMAL,N,204767,204794,204810,204834,204860,204952,204983,205028,normal,N
100,721,205159,569.8861111111111,NORMAL,N,205071,205094,205114,205138,205165,205204,205299,205327,biphasic_negative_positive,N
100,722,205459,570.7194444444444,NORMAL,N,205370,205395,205412,205433,205465,205535,205587,205628,biphasic_negative_positive,N
100,723,205738,571.4944444444444,NORMAL,N,205655,205677,205696,205719,205743,205834,205860,205905,normal,N
100,724,206016,572.2666666666667,NORMAL,N,205932,205958,205979,205997,206024,206084,206156,206190,biphasic_negative_positive,N
100,725,206289,573.025,NORMAL,N,206210,206232,206249,206269,206294,206362,206436,206452,biphasic_negative_positive,N
100,726,206567,573.7972222222222,NORMAL,N,206486,206514,206529,206548,206573,206649,206697,206737,biphasic_negative_positive,N
100,727,206845,574.5694444444445,NORMAL,N,206762,206787,206804,206824,206851,206907,206966,207021,biphasic_negative_positive,N
100,728,207130,575.3611111111111,NORMAL,N,207042,207069,207085,207110,207135,207181,207259,207275,biphasic_negative_positive,N
100,729,207421,576.1694444444445,NORMAL,N,207331,207359,207375,207400,207427,207499,207573,207587,biphasic_negative_positive,N
100,730,207725,577.0138888888889,NORMAL,N,207638,207657,207681,207701,207731,207804,207856,207896,biphasic_negative_positive,N
100,731,208005,577.7916666666666,NORMAL,N,207923,207947,207966,207985,208011,208074,208142,208163,biphasic_negative_positive,N
100,732,208278,578.55,NORMAL,N,208198,208222,208239,208256,208283,208368,208398,208436,normal,N
100,733,208548,579.3,NORMAL,N,208469,208492,208507,208529,208554,208622,208688,208710,biphasic_negative_positive,N
100,734,208822,580.0611111111111,NORMAL,N,208742,208766,208781,208803,208828,208880,208910,208938,inverted,N
100,735,209101,580.8361111111111,NORMAL,N,209013,209041,209056,209076,209106,209182,209221,209265,biphasic_negative_positive,N
100,736,209393,581.6472222222222,NORMAL,N,209305,209330,209348,209373,209399,209471,209529,209552,biphasic_negative_positive,N
100,737,209684,582.4555555555555,NORMAL,N,209603,209622,209639,209663,209691,209761,209812,209849,biphasic_negative_positive,N
100,738,209973,583.2583333333333,NORMAL,N,209885,209914,209932,209953,209979,210051,210106,210146,biphasic_negative_positive,N
100,739,210256,584.0444444444445,NORMAL,N,210174,210197,210216,210234,210262,210298,210387,210411,biphasic_negative_positive,N
100,740,210534,584.8166666666667,NORMAL,N,210455,210477,210493,210512,210539,210609,210665,210704,biphasic_negative_positive,N
100,741,210809,585.5805555555555,NORMAL,N,210731,210753,210770,210790,210815,210880,210933,210974,biphasic_negative_positive,N
100,742,211086,586.35,NORMAL,N,211005,211024,211045,211064,211091,211161,211240,211258,biphasic_negative_positive,N
100,743,211365,587.125,NORMAL,N,211279,211303,211324,211346,211370,211461,211504,211535,normal,N
100,744,211654,587.9277777777778,NORMAL,N,211564,211596,211611,211633,211660,211730,211785,211835,biphasic_negative_positive,N
100,745,211952,588.7555555555556,NORMAL,N,211862,211890,211907,211930,211957,212030,212088,212122,biphasic_negative_positive,N
100,746,212228,589.5222222222222,NORMAL,N,212147,212170,212190,212209,212234,212324,212354,212373,normal,N
100,747,212502,590.2833333333333,NORMAL,N,212424,212447,212463,212482,212508,212575,212620,212658,biphasic_negative_positive,N
100,748,212778,591.05,NORMAL,N,212699,212720,212738,212757,212784,212850,212904,212949,biphasic_negative_positive,N
100,749,213058,591.8277777777778,NORMAL,N,212975,213001,213019,213037,213064,213124,213181,213228,biphasic_negative_positive,N
100,750,213327,592.575,NORMAL,N,213247,213268,213285,213306,213332,213400,213451,213473,biphasic_negative_positive,N
100,751,213607,593.3527777777778,NORMAL,N,213519,213544,213564,213587,213612,213706,213732,213773,normal,N
100,752,213895,594.1527777777778,NORMAL,N,213804,213835,213851,213875,213900,213967,214019,214030,biphasic_negative_positive,N
100,753,214181,594.9472222222222,NORMAL,N,214094,214120,214140,214161,214187,214259,214317,214355,biphasic_negative_positive,N
100,754,214465,595.7361111111111,NORMAL,N,214383,214406,214424,214444,214471,214566,214592,214624,normal,N
100,755,214738,596.4944444444444,NORMAL,N,214662,214681,214698,214719,214744,214810,214858,214898,biphasic_negative_positive,N
100,756,215005,597.2361111111111,NORMAL,N,214924,214949,214969,214986,215011,215080,215124,215163,biphasic_negative_positive,N
100,757,215281,598.0027777777777,NORMAL,N,215199,215224,215242,215260,215287,215351,215423,215445,biphasic_negative_positive,N
100,758,215563,598.7861111111112,NORMAL,N,215474,215503,215518,215543,215569,215607,215682,215712,biphasic_negative_positive,N
100,759,215851,599.5861111111111,NORMAL,N,215764,215787,215806,215828,215856,215925,215996,216016,biphasic_negative_positive,N
100,760,216141,600.3916666666667,NORMAL,N,216059,216081,216099,216120,216147,216224,216273,216307,biphasic_negative_positive,N
100,761,216431,601.1972222222222,NORMAL,N,216349,216372,216392,216412,216437,216515,216559,216595,biphasic_negative_positive,N
100,762,216710,601.9722222222222,NORMAL,N,216629,216652,216668,216691,216717,216791,216841,216875,biphasic_negative_positive,N
100,763,216990,602.75,NORMAL,N,216905,216934,216950,216970,216996,217069,217118,217165,biphasic_negative_positive,N
100,764,217269,603.525,NORMAL,N,217195,217212,217229,217249,217275,217341,217396,217420,biphasic_negative_positive,N
100,765,217547,604.2972222222222,NORMAL,N,217466,217494,217510,217528,217553,217623,217678,217702,biphasic_negative_positive,N
100,766,217825,605.0694444444445,NORMAL,N,217742,217766,217784,217803,217831,217905,217953,218001,biphasic_negative_positive,N
100,767,218123,605.8972222222222,NORMAL,N,218038,218059,218076,218102,218128,218209,218261,218309,biphasic_negative_positive,N
100,768,218418,606.7166666666667,NORMAL,N,218330,218354,218376,218396,218425,218497,218553,218573,biphasic_negative_positive,N
100,769,218705,607.5138888888889,NORMAL,N,218620,218646,218664,218682,218710,218742,218828,218867,biphasic_negative_positive,N
100,770,218973,608.2583333333333,NORMAL,N,218895,218917,218933,218954,218978,219070,219100,219128,normal,N
100,771,219247,609.0194444444444,NORMAL,N,219171,219193,219209,219227,219252,219322,219368,219395,biphasic_negative_positive,N
100,772,219530,609.8055555555555,NORMAL,N,219449,219474,219490,219508,219537,219603,219656,219692,biphasic_negative_positive,N
100,773,219813,610.5916666666667,NORMAL,N,219726,219756,219773,219791,219819,219907,219933,219968,normal,N
100,774,220099,611.3861111111111,NORMAL,N,220008,220038,220053,220076,220104,220196,220232,220271,normal,N
100,775,220392,612.2,NORMAL,N,220305,220335,220353,220372,220397,220469,220537,220572,biphasic_negative_positive,N
100,776,220691,613.0305555555556,NORMAL,N,220606,220632,220651,220670,220700,220765,220837,220857,biphasic_negative_positive,N
100,777,220977,613.825,NORMAL,N,220895,220921,220937,220958,220984,221074,221102,221133,normal,N
100,778,221253,614.5916666666667,NORMAL,N,221175,221197,221217,221234,221258,221324,221381,221404,biphasic_negative_positive,N
